"id","showing_id","day_id","cinema_id","payment_type_id","netto_price","brutto_price","ticket_count"
"1169","251","1065","12","2","39.99","49.19","4"
"1170","2175","873","17","3","22.99","28.28","2"
"1171","3438","1138","1","1","21.99","27.05","2"
"1172","2096","922","17","2","39.99","49.19","4"
"1173","415","48","31","3","39.99","49.19","2"
"1174","2945","1346","33","4","29.99","36.89","3"
"1175","1915","221","23","4","21.99","27.05","1"
"1176","2753","868","5","4","29.99","36.89","1"
"1177","954","695","11","2","29.99","36.89","1"
"1178","665","1026","7","4","19.99","24.59","4"
"1179","3399","996","17","3","39.99","49.19","4"
"1180","1982","563","14","2","19.99","24.59","1"
"1181","2358","688","21","5","19.99","24.59","3"
"1182","1971","508","2","5","23.99","29.51","2"
"1183","2392","1120","18","3","23.99","29.51","4"
"1184","3218","393","8","1","19.99","24.59","2"
"1185","2824","276","27","4","21.99","27.05","1"
"1186","3970","414","21","5","29.99","36.89","3"
"1187","3705","293","9","4","22.99","28.28","2"
"1188","3550","1430","16","4","23.99","29.51","3"
"1189","2585","279","15","4","22.99","28.28","2"
"1190","2190","53","26","1","19.99","24.59","2"
"1191","2843","49","23","3","22.99","28.28","4"
"1192","1952","812","24","3","23.99","29.51","4"
"1193","534","250","26","4","20.99","25.82","1"
"1194","3865","512","19","1","23.99","29.51","1"
"1195","1214","1149","17","4","29.99","36.89","2"
"1196","538","256","1","2","29.99","36.89","2"
"1197","844","359","17","2","23.99","29.51","4"
"1198","405","970","1","4","22.99","28.28","2"
"1199","225","1351","11","1","29.99","36.89","2"
"1200","2671","631","5","3","39.99","49.19","4"
"1201","225","790","2","4","21.99","27.05","4"
"1202","1118","1257","4","2","22.99","28.28","1"
"1203","2531","522","2","3","23.99","29.51","1"
"1204","1319","965","32","2","29.99","36.89","2"
"1205","2158","1396","10","4","29.99","36.89","1"
"1206","3572","459","15","5","21.99","27.05","4"
"1207","2783","105","14","1","22.99","28.28","3"
"1208","1335","305","29","1","21.99","27.05","1"
"1209","1015","383","6","1","21.99","27.05","4"
"1210","495","397","18","1","29.99","36.89","4"
"1211","1603","376","21","2","29.99","36.89","2"
"1212","3333","753","1","1","29.99","36.89","2"
"1213","3907","797","17","3","39.99","49.19","3"
"1214","3881","324","25","4","39.99","49.19","4"
"1215","727","769","17","3","39.99","49.19","2"
"1216","1748","519","21","5","19.99","24.59","4"
"1217","271","31","22","3","22.99","28.28","4"
"1218","1299","813","11","3","39.99","49.19","3"
"1219","1104","307","3","4","20.99","25.82","3"
"1220","2154","1141","21","1","39.99","49.19","4"
"1221","840","1128","13","4","23.99","29.51","1"
"1222","3977","720","23","4","29.99","36.89","1"
"1223","2262","914","30","3","19.99","24.59","1"
"1224","1185","636","21","4","20.99","25.82","4"
"1225","2685","313","32","4","21.99","27.05","1"
"1226","993","1130","1","4","21.99","27.05","2"
"1227","3233","999","5","5","29.99","36.89","4"
"1228","642","1171","24","5","39.99","49.19","4"
"1229","3172","958","3","2","39.99","49.19","4"
"1230","2058","418","1","1","39.99","49.19","4"
"1231","2793","596","8","1","39.99","49.19","3"
"1232","3752","1081","17","2","39.99","49.19","3"
"1233","1044","56","3","1","29.99","36.89","2"
"1234","2912","433","15","5","20.99","25.82","2"
"1235","2859","1066","32","1","20.99","25.82","3"
"1236","1510","332","7","1","20.99","25.82","2"
"1237","2210","256","5","4","22.99","28.28","2"
"1238","3791","72","14","4","39.99","49.19","4"
"1239","2963","1160","11","5","22.99","28.28","4"
"1240","2585","1062","24","5","21.99","27.05","4"
"1241","1835","35","2","3","39.99","49.19","2"
"1242","1986","231","5","2","39.99","49.19","4"
"1243","1428","498","18","3","23.99","29.51","4"
"1244","600","811","7","4","19.99","24.59","3"
"1245","3990","1340","14","4","20.99","25.82","2"
"1246","2498","753","20","4","19.99","24.59","3"
"1247","3352","995","19","1","23.99","29.51","1"
"1248","3895","467","9","3","19.99","24.59","3"
"1249","2903","1445","4","4","20.99","25.82","2"
"1250","1131","207","3","5","29.99","36.89","3"
"1251","1414","317","25","3","20.99","25.82","2"
"1252","136","382","33","1","22.99","28.28","4"
"1253","2470","1253","21","1","23.99","29.51","4"
"1254","3436","1136","19","1","21.99","27.05","1"
"1255","2377","246","32","4","22.99","28.28","1"
"1256","2593","859","28","1","22.99","28.28","3"
"1257","3366","1231","4","4","29.99","36.89","2"
"1258","2999","249","29","3","19.99","24.59","2"
"1259","3133","831","28","1","22.99","28.28","4"
"1260","1454","1100","22","1","29.99","36.89","4"
"1261","318","176","15","1","20.99","25.82","4"
"1262","1128","1425","18","5","20.99","25.82","2"
"1263","1942","423","17","5","39.99","49.19","2"
"1264","242","945","18","1","21.99","27.05","3"
"1265","3926","1173","3","3","23.99","29.51","3"
"1266","3837","1056","19","2","29.99","36.89","1"
"1267","545","948","6","4","21.99","27.05","1"
"1268","3529","600","6","5","29.99","36.89","4"
"1269","524","971","27","2","21.99","27.05","3"
"1270","1963","1272","13","1","23.99","29.51","1"
"1271","264","167","17","5","23.99","29.51","3"
"1272","2145","886","32","2","23.99","29.51","4"
"1273","2023","368","3","3","39.99","49.19","2"
"1274","2188","1322","8","1","21.99","27.05","4"
"1275","717","85","24","4","22.99","28.28","1"
"1276","2420","860","32","2","19.99","24.59","1"
"1277","3909","121","11","1","20.99","25.82","3"
"1278","1477","121","2","2","23.99","29.51","4"
"1279","3725","70","25","4","21.99","27.05","1"
"1280","2364","967","14","5","39.99","49.19","3"
"1281","2599","250","17","3","19.99","24.59","1"
"1282","1687","1420","3","3","22.99","28.28","4"
"1283","773","906","7","1","19.99","24.59","4"
"1284","235","272","18","5","23.99","29.51","4"
"1285","281","176","9","5","21.99","27.05","3"
"1286","518","639","5","3","20.99","25.82","2"
"1287","2182","538","28","4","39.99","49.19","2"
"1288","671","573","31","4","19.99","24.59","1"
"1289","941","1092","28","4","21.99","27.05","4"
"1290","3698","787","16","1","20.99","25.82","2"
"1291","1345","1398","21","4","21.99","27.05","4"
"1292","3184","649","18","4","20.99","25.82","1"
"1293","2547","750","15","4","39.99","49.19","2"
"1294","1519","33","8","1","29.99","36.89","3"
"1295","1137","1252","28","4","19.99","24.59","2"
"1296","3504","823","6","3","22.99","28.28","1"
"1297","2024","846","19","3","20.99","25.82","4"
"1298","2150","1022","6","2","23.99","29.51","3"
"1299","2162","283","17","1","20.99","25.82","1"
"1300","1104","990","18","5","39.99","49.19","1"
"1301","2733","585","28","1","19.99","24.59","4"
"1302","3997","410","22","1","22.99","28.28","4"
"1303","777","1317","33","4","23.99","29.51","2"
"1304","3764","214","19","4","19.99","24.59","2"
"1305","1650","277","19","3","39.99","49.19","2"
"1306","600","267","33","1","22.99","28.28","2"
"1307","1368","280","33","3","21.99","27.05","3"
"1308","1041","143","12","3","39.99","49.19","3"
"1309","3640","639","13","5","23.99","29.51","3"
"1310","3909","1157","20","4","23.99","29.51","3"
"1311","3300","108","25","4","20.99","25.82","2"
"1312","3133","729","29","4","20.99","25.82","2"
"1313","636","289","3","5","23.99","29.51","4"
"1314","3840","984","20","4","20.99","25.82","1"
"1315","2832","99","4","3","19.99","24.59","4"
"1316","3133","1150","31","1","22.99","28.28","4"
"1317","2347","1044","8","3","22.99","28.28","3"
"1318","2042","961","26","1","19.99","24.59","2"
"1319","576","62","3","2","19.99","24.59","2"
"1320","3446","1033","19","4","39.99","49.19","1"
"1321","3404","1054","26","1","19.99","24.59","1"
"1322","3776","1223","16","5","22.99","28.28","4"
"1323","948","10","32","5","20.99","25.82","4"
"1324","3858","636","6","1","29.99","36.89","2"
"1325","1239","768","29","3","22.99","28.28","2"
"1326","3631","660","14","5","29.99","36.89","1"
"1327","3523","1154","21","1","39.99","49.19","3"
"1328","2649","302","18","2","23.99","29.51","1"
"1329","2314","612","31","1","20.99","25.82","4"
"1330","1967","1212","23","5","21.99","27.05","2"
"1331","2024","1063","3","3","39.99","49.19","2"
"1332","2967","609","1","4","20.99","25.82","4"
"1333","1104","688","10","2","21.99","27.05","4"
"1334","3998","1315","19","2","19.99","24.59","3"
"1335","2810","1027","15","2","20.99","25.82","2"
"1336","3384","476","8","2","39.99","49.19","1"
"1337","2575","1291","12","1","29.99","36.89","1"
"1338","3932","390","26","4","19.99","24.59","3"
"1339","974","1085","31","1","20.99","25.82","3"
"1340","2964","371","11","2","39.99","49.19","1"
"1341","550","165","6","2","21.99","27.05","1"
"1342","3852","1309","13","4","22.99","28.28","4"
"1343","847","579","33","5","29.99","36.89","3"
"1344","547","1181","8","2","22.99","28.28","4"
"1345","2126","576","1","5","23.99","29.51","1"
"1346","270","111","11","2","22.99","28.28","2"
"1347","2527","664","31","4","21.99","27.05","3"
"1348","293","1255","11","4","29.99","36.89","2"
"1349","3494","1068","12","5","22.99","28.28","4"
"1350","2504","1322","11","2","29.99","36.89","2"
"1351","1356","490","24","4","19.99","24.59","3"
"1352","3634","336","12","4","29.99","36.89","4"
"1353","1500","574","15","1","29.99","36.89","2"
"1354","1976","684","22","2","29.99","36.89","1"
"1355","3902","519","6","4","29.99","36.89","1"
"1356","76","1423","15","3","20.99","25.82","2"
"1357","3172","733","32","3","21.99","27.05","3"
"1358","3013","579","1","2","23.99","29.51","4"
"1359","1605","453","4","3","23.99","29.51","2"
"1360","166","1229","8","4","39.99","49.19","2"
"1361","1021","1025","14","2","21.99","27.05","1"
"1362","468","284","20","3","29.99","36.89","2"
"1363","1472","265","2","5","19.99","24.59","1"
"1364","2481","288","8","3","22.99","28.28","1"
"1365","1108","1186","25","1","29.99","36.89","2"
"1366","55","68","23","1","39.99","49.19","4"
"1367","520","1198","14","4","23.99","29.51","1"
"1368","1608","653","3","4","19.99","24.59","2"
"1369","1784","159","1","3","23.99","29.51","4"
"1370","1930","826","4","2","19.99","24.59","1"
"1371","875","655","9","2","19.99","24.59","2"
"1372","224","90","21","5","39.99","49.19","3"
"1373","272","621","4","3","20.99","25.82","2"
"1374","280","539","18","3","23.99","29.51","3"
"1375","3","345","32","4","23.99","29.51","2"
"1376","1593","275","21","4","19.99","24.59","2"
"1377","1592","292","15","3","20.99","25.82","1"
"1378","147","1328","28","5","23.99","29.51","3"
"1379","3116","1222","5","1","19.99","24.59","4"
"1380","127","1130","4","1","29.99","36.89","1"
"1381","1321","1121","2","2","39.99","49.19","3"
"1382","2204","1160","2","2","39.99","49.19","1"
"1383","1289","1261","11","3","21.99","27.05","1"
"1384","2213","1021","15","1","39.99","49.19","3"
"1385","3095","196","23","3","22.99","28.28","1"
"1386","2714","1077","26","5","19.99","24.59","1"
"1387","2208","1198","3","4","20.99","25.82","2"
"1388","561","166","29","3","21.99","27.05","2"
"1389","3558","145","32","1","21.99","27.05","4"
"1390","3792","892","1","1","22.99","28.28","2"
"1391","842","486","19","1","21.99","27.05","4"
"1392","2271","1271","10","1","21.99","27.05","4"
"1393","780","793","4","1","39.99","49.19","1"
"1394","597","600","9","4","19.99","24.59","2"
"1395","208","885","31","4","20.99","25.82","4"
"1396","1631","860","22","2","22.99","28.28","3"
"1397","1408","333","32","3","19.99","24.59","4"
"1398","2758","1348","6","5","19.99","24.59","2"
"1399","2076","936","12","3","39.99","49.19","4"
"1400","2702","562","24","2","19.99","24.59","4"
"1401","1792","524","22","2","21.99","27.05","2"
"1402","2262","262","16","5","20.99","25.82","3"
"1403","1149","1213","27","4","22.99","28.28","2"
"1404","1896","445","31","4","22.99","28.28","3"
"1405","567","90","23","2","19.99","24.59","2"
"1406","1999","56","7","5","19.99","24.59","1"
"1407","1719","169","2","2","22.99","28.28","4"
"1408","2098","454","6","5","20.99","25.82","3"
"1409","2768","465","5","5","19.99","24.59","2"
"1410","2661","1305","31","5","39.99","49.19","3"
"1411","2378","870","19","4","22.99","28.28","1"
"1412","1931","1304","27","5","21.99","27.05","1"
"1413","2490","773","31","4","23.99","29.51","1"
"1414","2133","1025","16","2","21.99","27.05","4"
"1415","3857","686","23","1","19.99","24.59","2"
"1416","2482","567","22","4","23.99","29.51","1"
"1417","3000","656","8","3","22.99","28.28","4"
"1418","2799","1201","16","4","20.99","25.82","4"
"1419","2361","748","14","1","20.99","25.82","3"
"1420","2634","48","29","3","29.99","36.89","4"
"1421","3204","440","15","5","22.99","28.28","1"
"1422","3153","1013","25","2","22.99","28.28","1"
"1423","1398","387","25","2","20.99","25.82","1"
"1424","3465","190","33","2","19.99","24.59","4"
"1425","1164","860","22","4","39.99","49.19","1"
"1426","1527","1098","12","4","29.99","36.89","2"
"1427","3424","647","13","1","39.99","49.19","2"
"1428","1272","672","24","3","22.99","28.28","2"
"1429","2570","1127","29","1","29.99","36.89","2"
"1430","2174","488","25","5","23.99","29.51","2"
"1431","1870","62","23","4","39.99","49.19","2"
"1432","2565","883","10","5","23.99","29.51","1"
"1433","2937","1005","11","2","19.99","24.59","1"
"1434","793","727","8","5","19.99","24.59","3"
"1435","1072","405","25","4","23.99","29.51","4"
"1436","586","990","7","2","23.99","29.51","3"
"1437","11","321","3","1","20.99","25.82","2"
"1438","165","91","26","2","39.99","49.19","4"
"1439","140","107","22","3","20.99","25.82","2"
"1440","2053","240","27","3","20.99","25.82","1"
"1441","3340","212","14","1","23.99","29.51","3"
"1442","3319","111","8","5","39.99","49.19","3"
"1443","704","1340","13","5","39.99","49.19","1"
"1444","1503","494","5","5","21.99","27.05","3"
"1445","254","833","10","5","21.99","27.05","3"
"1446","14","1356","33","4","22.99","28.28","3"
"1447","2760","1121","18","1","39.99","49.19","4"
"1448","3241","977","23","1","22.99","28.28","3"
"1449","2555","1219","3","2","29.99","36.89","2"
"1450","1698","496","33","3","29.99","36.89","1"
"1451","3342","866","33","3","20.99","25.82","2"
"1452","261","881","25","3","19.99","24.59","2"
"1453","3221","1243","2","1","29.99","36.89","3"
"1454","3871","795","16","1","21.99","27.05","1"
"1455","2466","882","18","5","20.99","25.82","3"
"1456","3228","12","27","4","22.99","28.28","2"
"1457","1371","156","23","5","23.99","29.51","1"
"1458","3476","133","27","3","29.99","36.89","4"
"1459","1902","1344","2","2","20.99","25.82","4"
"1460","1423","743","1","3","20.99","25.82","1"
"1461","3726","200","25","5","19.99","24.59","2"
"1462","3049","50","3","5","22.99","28.28","4"
"1463","1034","771","20","1","23.99","29.51","2"
"1464","3613","1064","3","1","23.99","29.51","2"
"1465","484","79","32","1","22.99","28.28","1"
"1466","3789","868","22","3","29.99","36.89","4"
"1467","692","470","30","5","19.99","24.59","2"
"1468","1647","171","29","3","23.99","29.51","1"
"1469","1401","568","23","5","22.99","28.28","3"
"1470","1790","945","14","2","29.99","36.89","2"
"1471","155","560","32","1","20.99","25.82","4"
"1472","3729","575","10","5","19.99","24.59","4"
"1473","2353","407","27","2","22.99","28.28","1"
"1474","3285","1003","8","2","19.99","24.59","2"
"1475","2613","1336","23","4","39.99","49.19","4"
"1476","12","1023","1","4","19.99","24.59","3"
"1477","2335","819","20","4","21.99","27.05","3"
"1478","2500","40","33","3","39.99","49.19","4"
"1479","2667","507","31","4","23.99","29.51","1"
"1480","1295","535","2","4","29.99","36.89","4"
"1481","1897","943","26","2","29.99","36.89","2"
"1482","1310","8","29","2","39.99","49.19","4"
"1483","3722","365","7","4","21.99","27.05","1"
"1484","206","1108","19","4","19.99","24.59","1"
"1485","1443","1177","14","4","19.99","24.59","4"
"1486","938","962","13","2","22.99","28.28","3"
"1487","515","840","7","1","20.99","25.82","4"
"1488","1926","1059","4","5","39.99","49.19","3"
"1489","3924","705","12","2","39.99","49.19","1"
"1490","1047","194","21","3","19.99","24.59","1"
"1491","1730","224","26","3","39.99","49.19","4"
"1492","1911","1160","1","2","20.99","25.82","3"
"1493","1413","622","4","3","21.99","27.05","3"
"1494","594","623","17","1","20.99","25.82","2"
"1495","3660","1164","6","4","21.99","27.05","2"
"1496","1633","921","27","3","20.99","25.82","4"
"1497","2047","1109","16","4","21.99","27.05","1"
"1498","1278","403","23","2","21.99","27.05","3"
"1499","3274","1345","6","2","39.99","49.19","3"
"1500","1852","1279","27","5","23.99","29.51","2"
"1501","1356","246","15","4","20.99","25.82","4"
"1502","2407","21","25","3","39.99","49.19","1"
"1503","487","894","16","3","20.99","25.82","3"
"1504","18","276","20","3","29.99","36.89","4"
"1505","3415","943","29","4","21.99","27.05","3"
"1506","219","30","30","3","29.99","36.89","3"
"1507","1426","1045","15","2","22.99","28.28","4"
"1508","3211","1033","17","1","19.99","24.59","3"
"1509","877","74","27","3","22.99","28.28","1"
"1510","2880","1051","21","2","21.99","27.05","2"
"1511","362","429","15","5","19.99","24.59","3"
"1512","2445","215","22","2","29.99","36.89","3"
"1513","3281","348","28","5","23.99","29.51","4"
"1514","3309","896","10","1","21.99","27.05","1"
"1515","3459","1261","26","4","19.99","24.59","2"
"1516","1399","915","12","1","21.99","27.05","2"
"1517","2664","880","4","2","29.99","36.89","1"
"1518","2962","807","6","4","20.99","25.82","3"
"1519","2642","610","23","1","19.99","24.59","3"
"1520","2574","543","31","3","29.99","36.89","1"
"1521","3107","129","12","1","22.99","28.28","1"
"1522","2429","438","30","2","19.99","24.59","2"
"1523","2739","402","23","5","21.99","27.05","1"
"1524","584","36","29","5","29.99","36.89","4"
"1525","2415","1436","15","4","19.99","24.59","1"
"1526","632","1124","23","3","39.99","49.19","2"
"1527","3916","12","28","2","22.99","28.28","1"
"1528","3924","1101","6","3","20.99","25.82","3"
"1529","2038","391","19","1","22.99","28.28","1"
"1530","2414","335","26","2","22.99","28.28","3"
"1531","2166","1136","8","4","39.99","49.19","2"
"1532","385","1450","5","1","29.99","36.89","3"
"1533","2141","267","25","2","23.99","29.51","2"
"1534","1784","665","33","4","22.99","28.28","1"
"1535","2358","1268","6","4","39.99","49.19","2"
"1536","1525","1043","24","3","21.99","27.05","2"
"1537","23","1269","33","5","19.99","24.59","1"
"1538","472","770","13","4","21.99","27.05","4"
"1539","2257","182","1","1","39.99","49.19","2"
"1540","3899","304","33","5","29.99","36.89","2"
"1541","3073","1440","20","4","39.99","49.19","2"
"1542","1836","1342","7","4","22.99","28.28","2"
"1543","2922","429","14","4","19.99","24.59","2"
"1544","3498","240","15","1","21.99","27.05","3"
"1545","3971","1230","22","4","21.99","27.05","1"
"1546","3778","123","5","3","19.99","24.59","1"
"1547","1304","553","30","4","20.99","25.82","4"
"1548","1012","764","16","3","23.99","29.51","1"
"1549","3609","447","11","1","23.99","29.51","1"
"1550","2614","595","16","5","20.99","25.82","3"
"1551","955","1450","22","2","23.99","29.51","1"
"1552","654","146","20","3","39.99","49.19","2"
"1553","761","255","32","1","29.99","36.89","4"
"1554","2227","928","28","5","21.99","27.05","4"
"1555","2436","816","15","1","19.99","24.59","3"
"1556","961","915","23","4","19.99","24.59","1"
"1557","3198","156","7","5","22.99","28.28","1"
"1558","3258","1155","13","5","39.99","49.19","2"
"1559","181","622","5","2","39.99","49.19","4"
"1560","1338","954","5","3","19.99","24.59","3"
"1561","2132","204","9","2","29.99","36.89","3"
"1562","2892","687","12","1","19.99","24.59","4"
"1563","2934","499","6","1","21.99","27.05","1"
"1564","2066","1006","31","1","29.99","36.89","2"
"1565","2726","667","2","5","39.99","49.19","2"
"1566","2462","788","11","5","23.99","29.51","4"
"1567","3436","949","22","3","20.99","25.82","3"
"1568","2381","507","11","2","23.99","29.51","1"
"1569","505","1030","20","4","22.99","28.28","4"
"1570","687","50","3","2","20.99","25.82","1"
"1571","2125","1402","23","1","39.99","49.19","2"
"1572","1787","489","26","5","19.99","24.59","1"
"1573","2818","1403","27","4","39.99","49.19","2"
"1574","3527","527","19","3","23.99","29.51","2"
"1575","3943","1405","1","5","22.99","28.28","1"
"1576","2033","470","32","2","21.99","27.05","1"
"1577","3233","305","2","3","20.99","25.82","3"
"1578","1154","1182","18","3","22.99","28.28","2"
"1579","3140","211","11","4","22.99","28.28","4"
"1580","1217","891","3","3","29.99","36.89","3"
"1581","2005","469","14","4","20.99","25.82","3"
"1582","2318","541","30","5","21.99","27.05","2"
"1583","3163","639","32","2","20.99","25.82","3"
"1584","1903","714","4","3","39.99","49.19","4"
"1585","630","1336","6","4","22.99","28.28","2"
"1586","2597","1115","26","4","19.99","24.59","3"
"1587","451","452","15","5","29.99","36.89","4"
"1588","1333","162","13","3","29.99","36.89","1"
"1589","1512","851","21","3","29.99","36.89","2"
"1590","3599","864","14","2","21.99","27.05","3"
"1591","2566","554","17","5","22.99","28.28","2"
"1592","2274","1308","13","1","39.99","49.19","3"
"1593","3758","266","19","1","39.99","49.19","2"
"1594","3605","1215","2","2","21.99","27.05","3"
"1595","754","1062","3","4","21.99","27.05","3"
"1596","1698","453","4","5","21.99","27.05","4"
"1597","1835","1382","18","5","22.99","28.28","2"
"1598","2527","398","27","1","21.99","27.05","1"
"1599","2097","635","33","4","23.99","29.51","4"
"1600","2824","906","30","5","22.99","28.28","1"
"1601","441","1429","32","2","21.99","27.05","3"
"1602","2949","570","31","1","20.99","25.82","2"
"1603","3266","476","4","3","20.99","25.82","1"
"1604","3124","886","8","1","39.99","49.19","3"
"1605","2429","812","25","5","20.99","25.82","3"
"1606","2650","467","24","4","29.99","36.89","4"
"1607","169","1191","23","5","20.99","25.82","2"
"1608","3081","1387","10","5","19.99","24.59","3"
"1609","886","257","27","1","20.99","25.82","4"
"1610","303","566","9","5","39.99","49.19","2"
"1611","412","1327","15","1","21.99","27.05","3"
"1612","335","982","8","2","22.99","28.28","2"
"1613","3099","778","10","4","20.99","25.82","2"
"1614","1455","495","12","2","20.99","25.82","3"
"1615","2967","1291","3","1","20.99","25.82","1"
"1616","3386","1260","17","1","39.99","49.19","4"
"1617","3536","1381","5","5","21.99","27.05","2"
"1618","456","1035","28","5","22.99","28.28","4"
"1619","214","762","21","3","19.99","24.59","4"
"1620","157","590","7","5","22.99","28.28","3"
"1621","2271","1177","8","3","20.99","25.82","1"
"1622","2396","1448","5","4","29.99","36.89","1"
"1623","2232","1218","28","4","39.99","49.19","4"
"1624","1704","90","22","3","22.99","28.28","3"
"1625","2012","1047","24","3","29.99","36.89","2"
"1626","3691","661","32","2","20.99","25.82","1"
"1627","1581","1196","27","3","29.99","36.89","2"
"1628","516","1151","33","5","29.99","36.89","3"
"1629","3744","966","17","5","23.99","29.51","2"
"1630","1754","158","14","2","21.99","27.05","4"
"1631","2757","1227","25","1","22.99","28.28","4"
"1632","2816","61","17","3","22.99","28.28","1"
"1633","2811","578","18","3","20.99","25.82","1"
"1634","577","1123","28","3","23.99","29.51","4"
"1635","239","1252","2","1","23.99","29.51","3"
"1636","2414","1412","10","1","19.99","24.59","1"
"1637","1002","1138","33","2","29.99","36.89","4"
"1638","1550","1237","6","2","39.99","49.19","4"
"1639","3658","1175","8","2","29.99","36.89","2"
"1640","1001","911","6","3","29.99","36.89","4"
"1641","2337","1249","18","3","20.99","25.82","1"
"1642","571","495","19","1","23.99","29.51","1"
"1643","170","510","20","4","39.99","49.19","3"
"1644","2545","399","6","2","19.99","24.59","1"
"1645","1744","1424","15","1","21.99","27.05","2"
"1646","3935","137","13","5","39.99","49.19","2"
"1647","404","1152","2","4","21.99","27.05","1"
"1648","3429","889","12","2","21.99","27.05","3"
"1649","499","513","1","1","39.99","49.19","2"
"1650","3490","1256","10","5","20.99","25.82","4"
"1651","3672","1019","5","1","19.99","24.59","3"
"1652","3380","632","19","4","23.99","29.51","4"
"1653","817","308","15","1","39.99","49.19","1"
"1654","3182","1286","24","5","21.99","27.05","4"
"1655","1955","496","25","1","29.99","36.89","1"
"1656","1450","968","23","3","22.99","28.28","4"
"1657","2572","1377","28","4","19.99","24.59","4"
"1658","3232","597","24","4","29.99","36.89","3"
"1659","1393","594","6","2","20.99","25.82","1"
"1660","2122","543","24","2","19.99","24.59","4"
"1661","741","724","26","4","23.99","29.51","1"
"1662","1096","228","18","5","20.99","25.82","4"
"1663","3113","914","5","2","29.99","36.89","4"
"1664","3907","1024","15","4","39.99","49.19","2"
"1665","2024","1343","9","1","20.99","25.82","4"
"1666","793","185","3","4","19.99","24.59","3"
"1667","610","424","10","3","29.99","36.89","1"
"1668","2060","1450","29","5","21.99","27.05","3"
"1669","1763","692","13","4","22.99","28.28","3"
"1670","2341","108","2","5","39.99","49.19","2"
"1671","666","115","24","1","21.99","27.05","4"
"1672","1672","1208","17","1","29.99","36.89","2"
"1673","1910","583","26","3","23.99","29.51","2"
"1674","2568","163","8","4","21.99","27.05","4"
"1675","2193","551","18","4","22.99","28.28","4"
"1676","961","816","20","3","23.99","29.51","1"
"1677","852","858","15","5","19.99","24.59","3"
"1678","1740","182","30","5","23.99","29.51","2"
"1679","22","308","10","5","22.99","28.28","1"
"1680","2234","1424","18","3","20.99","25.82","4"
"1681","1254","966","12","4","39.99","49.19","4"
"1682","2624","1160","32","4","21.99","27.05","4"
"1683","2620","221","14","4","20.99","25.82","3"
"1684","1937","1133","21","1","23.99","29.51","3"
"1685","949","216","11","5","22.99","28.28","1"
"1686","2973","603","11","4","21.99","27.05","1"
"1687","2233","147","17","5","22.99","28.28","1"
"1688","1560","750","22","4","22.99","28.28","3"
"1689","3698","461","11","4","23.99","29.51","3"
"1690","2504","897","11","1","22.99","28.28","3"
"1691","3354","1178","26","3","20.99","25.82","4"
"1692","2427","1357","24","3","20.99","25.82","4"
"1693","1034","342","32","4","29.99","36.89","1"
"1694","1319","939","14","3","19.99","24.59","2"
"1695","167","582","27","1","21.99","27.05","3"
"1696","1327","432","10","2","23.99","29.51","4"
"1697","119","782","29","1","21.99","27.05","3"
"1698","2769","83","9","2","21.99","27.05","2"
"1699","1230","404","32","5","21.99","27.05","4"
"1700","445","1274","11","3","20.99","25.82","4"
"1701","10","1320","5","3","19.99","24.59","4"
"1702","3721","1301","6","4","20.99","25.82","4"
"1703","2986","917","8","1","21.99","27.05","4"
"1704","1172","302","13","2","39.99","49.19","1"
"1705","2861","1315","33","4","22.99","28.28","1"
"1706","614","1443","11","1","29.99","36.89","1"
"1707","2965","1407","32","5","39.99","49.19","2"
"1708","2383","416","27","4","22.99","28.28","4"
"1709","1871","824","4","4","22.99","28.28","3"
"1710","1445","307","13","5","20.99","25.82","4"
"1711","1613","414","11","4","29.99","36.89","4"
"1712","3624","322","15","1","39.99","49.19","1"
"1713","1122","139","15","3","19.99","24.59","2"
"1714","1240","809","1","4","23.99","29.51","4"
"1715","1580","796","1","2","29.99","36.89","2"
"1716","948","333","27","3","39.99","49.19","2"
"1717","2111","339","31","5","23.99","29.51","3"
"1718","3414","1353","15","2","23.99","29.51","1"
"1719","2900","838","26","2","39.99","49.19","4"
"1720","2128","475","4","1","23.99","29.51","4"
"1721","1004","1155","17","3","22.99","28.28","4"
"1722","3528","786","24","4","29.99","36.89","4"
"1723","2862","1273","14","4","39.99","49.19","4"
"1724","1320","438","21","2","22.99","28.28","4"
"1725","2070","272","2","1","39.99","49.19","1"
"1726","1121","245","19","5","23.99","29.51","4"
"1727","226","164","1","5","29.99","36.89","4"
"1728","97","138","12","1","22.99","28.28","1"
"1729","3622","84","12","1","22.99","28.28","3"
"1730","2532","1089","16","4","29.99","36.89","3"
"1731","382","780","8","1","22.99","28.28","4"
"1732","1847","1191","10","5","23.99","29.51","4"
"1733","3528","1272","31","4","20.99","25.82","2"
"1734","937","1220","16","3","23.99","29.51","4"
"1735","2687","175","30","5","19.99","24.59","2"
"1736","2331","1159","23","3","39.99","49.19","3"
"1737","3816","272","14","4","20.99","25.82","3"
"1738","3956","99","13","5","29.99","36.89","1"
"1739","3681","640","29","4","20.99","25.82","2"
"1740","313","969","27","4","21.99","27.05","3"
"1741","1902","557","22","3","21.99","27.05","3"
"1742","1963","1362","6","4","29.99","36.89","4"
"1743","3850","481","30","4","39.99","49.19","1"
"1744","3657","1249","19","4","22.99","28.28","2"
"1745","1102","1446","20","2","21.99","27.05","1"
"1746","3116","1032","18","4","20.99","25.82","3"
"1747","2326","556","25","4","29.99","36.89","3"
